Date,Close,High,Low,Open,Volume
2023-11-20,246.32424926757812,247.27023947968613,242.01798947125246,245.9694991789768,8604200
2023-11-21,248.5513153076172,249.6451269730353,246.38340449438857,246.38340449438857,7213700
2023-11-22,250.0195770263672,250.82760977261242,248.9750391894859,249.31007679070356,5701400
2023-11-24,250.59112548828125,250.98528561217265,249.80279020425357,250.4827291987744,1640900
2023-11-27,250.43345642089844,251.26120170611156,248.83708836566672,250.59112648558045,5478900
2023-11-28,249.25096130371094,250.44330545820014,247.94035708244755,250.1476928818772,5234900
2023-11-29,250.52212524414062,252.33530080729517,249.82248880776206,250.21664890970118,4955100
2023-11-30,252.93637084960938,253.02505461049978,249.47756884869708,250.54181908811077,6874700
2023-12-01,252.70977783203125,253.1630604714705,250.19695065304217,252.05938505790056,3939400
2023-12-04,250.72906494140625,253.63605203124098,250.64038117536728,252.17762659835128,5247500
2023-12-05,250.89657592773438,251.10351974496388,248.46259907165583,250.48270332951873,4199100
2023-12-06,250.58126831054688,253.08421673928532,249.83235804093312,252.06925514534876,3874000
2023-12-07,252.08895874023438,252.40429886548625,249.8027879408926,251.1725146579353,3589300
2023-12-08,252.01011657714844,252.30574417714476,250.1673797243766,251.28090383532347,3732300
2023-12-11,252.77874755859375,253.87257429018845,251.2809269768288,251.2809269768288,6479300
2023-12-12,255.77439880371094,255.93206886407214,252.66048277467763,253.54735055078143,5946600
2023-12-13,258.55328369140625,258.65183124065527,254.91709865329327,255.37038129285094,4859900
2023-12-14,254.95652770996094,259.4105943248843,252.6604930734424,259.35147180890004,8168700
2023-12-15,254.2667236328125,254.60176124584814,250.73893484667084,250.79805736235417,13374000
2023-12-18,254.60174560546875,255.80395347132767,254.18788802110896,254.92694949423975,6041100
2023-12-19,256.1981506347656,256.5430520532808,253.44886320922768,254.83827251590117,8731200
2023-12-20,253.36007690429688,257.0159887936136,253.33051565244858,256.7006487255756,7240900
2023-12-21,255.75474548339844,256.198164411769,253.29120675080327,253.75435323543095,6246700
2023-12-22,254.66090393066406,257.4003576400873,254.45397510938363,256.20801338271946,5111500
2023-12-26,255.38027954101562,255.9518072878216,254.7594629766872,254.7594629766872,2085100
2023-12-27,255.15359497070312,255.98134027421222,254.54264225186242,255.46893510703723,4034700
2023-12-28,256.60211181640625,257.16380569725743,254.76925398097845,254.76925398097845,3020500
2023-12-29,256.5528869628906,257.64668354347015,255.8828117564551,256.76967953820673,4074900
2024-01-02,255.09445190429688,256.2966597637939,253.91197159703816,255.82364959739752,5471000
2024-01-03,254.2174530029297,255.08459321655502,253.11376259265523,254.77911687564966,4148300
2024-01-04,255.82366943359375,257.23283626592854,254.23716512478106,254.30615141798782,3843000
2024-01-05,255.90248107910156,257.64665519371187,254.97618836580952,256.97658006100704,3748400
2024-01-08,258.7109680175781,258.7897880178285,256.1587457355292,257.1342973601468,4659000
2024-01-09,259.48944091796875,259.77521982284316,257.33140871838003,258.17885158267137,7055800
2024-01-10,260.70147705078125,261.49966106152215,259.02625896238055,261.1055009443953,4355800
2024-01-11,260.17919921875,262.30769986532596,258.57296747579073,261.58833587365126,5599000
2024-01-12,260.3171691894531,261.6770170224855,259.8638565059544,261.26315944318935,4656100
2024-01-16,261.3715515136719,261.7854391825958,258.5237168584785,259.67663594960726,6196400
2024-01-17,262.7412414550781,263.2043877700145,260.5339211826069,260.56348243366733,5118700
2024-01-18,264.22930908203125,264.8599593225116,262.5343933315324,263.9730914458245,6694300
2024-01-19,266.9490051269531,267.19535895783304,263.15515011690496,264.26867424408033,7226500
2024-01-22,267.24462890625,268.37785043382064,266.41685362912483,268.26943911819046,5984300
2024-01-23,267.3038024902344,267.90489147521555,265.9734856286869,267.58955131629455,5883000
2024-01-24,267.68804931640625,268.88039336049565,267.12635540091026,268.5946445873377,5021700
2024-01-25,268.6340637207031,268.80159756184423,266.85046434571126,267.983716054482,6894900
2024-01-26,264.0321350097656,266.9193941524861,261.7262671909303,262.0613047298226,8586500
2024-01-29,269.6687927246094,271.0582321027064,262.82014339255164,263.0763610299645,6574500
2024-01-30,273.1078186035156,274.5761077112249,270.1909980111134,270.5851580794133,6549000
2024-01-31,269.27459716796875,275.90642295625474,269.19574710259434,273.0782858288443,6139300
2024-02-01,273.0093078613281,273.1472804436945,269.37312285168383,269.4027141814677,7065000
2024-02-02,273.1374206542969,274.4381761392125,271.6592976230264,273.5611420391968,4848700
2024-02-05,271.5607604980469,273.9454789786057,271.1173416151374,273.35422372890184,4899100
2024-02-06,272.7235412597656,272.8417862812229,270.0333467316617,270.7921056676711,4400000
2024-02-07,275.3151550292969,275.4629612882858,273.0191208738943,275.30529125453626,4785900
2024-02-08,272.26458740234375,276.0951332476334,271.7709609816325,275.97666772723323,5833400
